Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,source_country,destination_country
2020-09-21 07:10:19,19.247.126.46,84.31.75.195,23043,42275,UDP,932,Data,HTTP,,40.59,,DDoS,Known Pattern A,Logged,Medium,Tushar Sehgal,Mozilla/5.0 (Windows 98; Win 9x 4.90; se-NO; rv:1.9.0.20) Gecko/3376-07-12 10:16:33 Firefox/3.8,Segment B,"Gurgaon, Tamil Nadu",180.85.123.29,Log Data,,Server,United States,Netherlands
2022-10-30 06:10:48,102.246.100.3,83.89.137.187,22684,62317,TCP,1183,Control,HTTP,IoC Detected,34.17,Alert Triggered,DDoS,Known Pattern A,Logged,High,Purab Singh,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/37.0.892.0 Mobile/16Y263 Safari/531.2",Segment A,"Dibrugarh, Haryana",20.220.148.110,,,Server,Cameroon,Denmark
2022-01-07 13:21:30,155.154.115.223,217.234.148.218,14995,37950,ICMP,150,Control,DNS,,43.14,,DDoS,Known Pattern A,Logged,High,Vihaan Dewan,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/24.0.879.0 Safari/532.1",Segment B,"Imphal, Rajasthan",,,Alert Data,Firewall,United States,Germany
2022-08-27 03:31:01,140.120.199.109,53.66.249.32,14557,53289,ICMP,1423,Data,DNS,IoC Detected,52.66,,Intrusion,Known Pattern B,Blocked,Low,Manikya Sachdev,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4 rv:5.0; te-IN) AppleWebKit/531.1.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.1.2",Segment C,"Tiruvottiyur, Tripura",,Log Data,Alert Data,Server,Taiwan,Germany
2021-02-08 00:30:49,98.234.102.35,90.12.210.159,42400,45294,TCP,790,Data,HTTP,,82.27,,Malware,Known Pattern A,Logged,High,Shlok Badami,Mozilla/5.0 (Windows NT 5.0; quz-PE; rv:1.9.1.20) Gecko/3034-05-22 07:18:24 Firefox/13.0,Segment C,"Visakhapatnam, Kerala",,,,Server,United States,France
2022-01-06 00:48:44,35.165.205.214,95.230.98.142,36232,41309,UDP,537,Data,DNS,,34.26,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Advik Buch,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_0 rv:6.0; my-MM) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/5.1 Safari/532.32.7",Segment A,"Warangal, West Bengal",220.28.31.29,Log Data,Alert Data,Firewall,United States,Italy
2021-04-19 16:29:44,140.98.38.36,53.166.36.238,61224,44249,ICMP,563,Data,DNS,IoC Detected,66.04,,Malware,Known Pattern A,Ignored,Medium,Zain Sheth,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/29.0.816.0 Safari/531.2",Segment A,"Bhimavaram, Manipur",,,Alert Data,Server,United States,Germany
2023-02-19 00:22:09,105.214.170.236,188.83.253.58,31538,33837,TCP,521,Control,DNS,IoC Detected,47.26,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Jhanvi Behl,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),Segment C,"Amritsar, Gujarat",,,Alert Data,Firewall,South Africa,Portugal
2020-07-23 04:35:26,166.63.118.25,138.6.47.7,58790,24186,TCP,515,Data,DNS,IoC Detected,1.24,,Intrusion,Known Pattern B,Logged,High,Zain Lad,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.22.2 (KHTML, like Gecko) Version/5.1 Safari/534.22.2",Segment B,"Dindigul, Mizoram",,,,Server,United States,Sweden
2022-05-10 22:32:32,83.223.16.27,3.77.242.2,37180,19564,ICMP,312,Data,HTTP,,59.92,,Intrusion,Known Pattern A,Blocked,Low,Dharmajan Bumb,Opera/8.11.(Windows NT 5.1; as-IN) Presto/2.9.166 Version/11.00,Segment C,"Vasai-Virar, Haryana",60.164.100.201,,,Firewall,Sweden,Germany
2022-01-08 13:53:50,79.130.193.62,193.76.231.1,33631,24334,UDP,618,Data,DNS,,18.55,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Shayak Halder,Opera/9.45.(Windows NT 5.0; ayc-PE) Presto/2.9.161 Version/12.00,Segment A,"Maheshtala, Bihar",,,Alert Data,Firewall,Greece,Italy
2022-12-23 14:10:47,119.213.84.44,89.204.251.20,35013,12289,ICMP,924,Data,FTP,IoC Detected,13.64,,DDoS,Known Pattern A,Ignored,Medium,Alia Kari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ig-NG) AppleWebKit/533.45.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.45.2",Segment B,"Ballia, Haryana",,,,Firewall,South Korea,Ireland
2020-12-03 19:39:57,91.70.72.199,37.173.156.225,21824,2049,ICMP,1207,Control,HTTP,IoC Detected,34.95,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Yasmin Sagar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment A,"Buxar, Kerala",140.146.125.56,,Alert Data,Firewall,France,France
2021-08-09 23:30:55,117.237.138.120,53.12.183.44,58404,34142,UDP,1399,Data,HTTP,IoC Detected,14.24,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Oorja Choudhury,Mozilla/5.0 (Android 1.5; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,Segment B,"Gorakhpur, Uttarakhand",110.0.63.158,Log Data,,Firewall,India,Germany
2020-04-19 09:02:08,186.221.99.102,62.187.31.164,59472,48423,ICMP,85,Control,HTTP,IoC Detected,14.15,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Samarth Sankaran,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.851.0 Safari/535.1",Segment B,"Navi Mumbai, Karnataka",,,Alert Data,Firewall,Brazil,Netherlands
2022-11-07 07:49:43,16.170.64.17,185.15.160.148,19360,44167,ICMP,73,Data,FTP,IoC Detected,44.11,Alert Triggered,Malware,Known Pattern B,Ignored,High,Riya Bhat,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8 rv:5.0; tt-RU) AppleWebKit/535.40.2 (KHTML, like Gecko) Version/4.0 Safari/535.40.2",Segment A,"Bharatpur, Odisha",111.150.221.221,Log Data,Alert Data,Firewall,Sweden,Italy
2023-02-08 17:55:20,76.229.200.179,217.128.17.165,47656,33268,UDP,1290,Data,FTP,,14.02,,Malware,Known Pattern A,Blocked,Medium,Divit Lala,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0),Segment B,"Morena, Gujarat",207.32.131.45,Log Data,,Server,United States,France
2022-01-12 15:40:05,126.74.146.153,77.78.43.202,25867,27735,UDP,287,Control,DNS,IoC Detected,42.71,,Intrusion,Known Pattern B,Blocked,Medium,Priyansh Boase,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/61.0.857.0 Safari/536.0",Segment C,"Dewas, Nagaland",,,Alert Data,Firewall,Japan,Bulgaria
2023-09-27 23:06:02,194.205.141.88,88.126.62.87,47471,5053,TCP,1432,Control,DNS,IoC Detected,35.07,Alert Triggered,Malware,Known Pattern A,Logged,Low,Manikya Ravel,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),Segment C,"Ajmer, Karnataka",,Log Data,,Server,United Kingdom,France
2023-02-25 20:57:49,183.244.135.147,158.64.114.123,55459,40569,TCP,1286,Data,DNS,IoC Detected,0.27,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Dhruv Chopra,Opera/8.59.(Windows NT 5.2; ln-CD) Presto/2.9.161 Version/10.00,Segment B,"Rohtak, Tamil Nadu",,Log Data,,Server,China,Luxembourg
2021-04-06 12:09:47,170.112.237.223,88.74.83.253,33322,36712,TCP,559,Data,FTP,,37.54,,Malware,Known Pattern A,Blocked,Medium,Lakshit Sathe,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/18.0.837.0 Mobile/71O253 Safari/535.1",Segment A,"Junagadh, Uttarakhand",59.13.224.72,Log Data,,Server,United States,Germany
2021-07-31 15:30:28,205.43.226.204,176.242.149.0,63007,23038,TCP,146,Control,FTP,IoC Detected,51.89,,DDoS,Known Pattern B,Ignored,Medium,Pranay Madan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1),Segment C,"Tumkur, Karnataka",,,,Firewall,United States,Italy
2022-02-13 08:37:28,202.251.131.160,213.219.152.4,47082,4263,UDP,184,Control,HTTP,IoC Detected,51.46,,DDoS,Known Pattern A,Ignored,Medium,Indrajit Shan,Mozilla/5.0 (Windows NT 4.0; az-AZ; rv:1.9.2.20) Gecko/8691-02-15 12:52:26 Firefox/13.0,Segment C,"Mira-Bhayandar, Odisha",,Log Data,,Firewall,Japan,Belgium
2020-11-27 08:13:41,137.132.137.124,188.78.166.225,32849,17066,TCP,221,Data,DNS,,29.79,,DDoS,Known Pattern A,Logged,High,Anahita Roy,Opera/8.42.(X11; Linux x86_64; hne-IN) Presto/2.9.160 Version/12.00,Segment A,"Baranagar, Telangana",,Log Data,,Firewall,Singapore,Spain
2020-12-31 06:00:13,133.238.42.2,188.80.92.241,24137,62199,TCP,621,Control,HTTP,,63.33,,Intrusion,Known Pattern A,Logged,Medium,Jayan Sastry,Opera/9.42.(Windows NT 5.01; lt-LT) Presto/2.9.190 Version/11.00,Segment A,"Erode, Karnataka",177.12.20.36,,Alert Data,Server,Japan,Portugal
2022-12-23 10:44:30,90.46.239.8,81.124.128.153,15115,56463,UDP,385,Control,HTTP,,72.02,,Malware,Known Pattern A,Blocked,High,Aradhya Edwin,Opera/8.84.(Windows NT 6.0; bs-BA) Presto/2.9.176 Version/11.00,Segment C,"Dehri, Kerala",156.83.172.206,Log Data,,Firewall,France,Italy
2022-05-19 21:00:26,31.223.22.105,88.140.183.141,25701,15013,ICMP,737,Control,DNS,IoC Detected,14.44,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Mahika Atwal,Opera/8.80.(Windows NT 5.1; he-IL) Presto/2.9.184 Version/11.00,Segment A,"Vijayawada, Andhra Pradesh",,,Alert Data,Firewall,Türkiye,France
2021-01-23 04:56:54,185.89.105.27,51.116.107.175,58279,65180,UDP,1121,Control,FTP,IoC Detected,58.6,Alert Triggered,Malware,Known Pattern A,Ignored,High,Vanya Sura,Opera/9.32.(X11; Linux x86_64; it-IT) Presto/2.9.161 Version/10.00,Segment C,"Tadipatri, Mizoram",150.162.93.155,,,Server,United States,Germany
2022-01-20 22:34:11,168.159.185.164,44.190.13.44,41212,35495,TCP,953,Control,FTP,,13.8,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Amani Acharya,"Mozilla/5.0 (Linux; Android 7.1.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/50.0.834.0 Safari/536.2",Segment A,"Barasat, Chhattisgarh",,,Alert Data,Firewall,United States,Germany
2023-07-21 13:40:05,121.208.166.195,161.105.94.208,35319,1976,UDP,663,Data,FTP,IoC Detected,55.68,Alert Triggered,Malware,Known Pattern A,Logged,High,Dhanush Gokhale,Opera/9.77.(Windows NT 5.01; gd-GB) Presto/2.9.175 Version/12.00,Segment A,"Kochi, Telangana",,,Alert Data,Server,Australia,France
2020-03-07 22:13:48,151.253.95.155,88.129.132.55,33596,33133,ICMP,1285,Control,HTTP,,79.77,,DDoS,Known Pattern B,Ignored,Low,Devansh Mani,Mozilla/5.0 (Android 4.0.3; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,Segment C,"Ambattur, Karnataka",77.52.175.133,Log Data,Alert Data,Server,United Arab Emirates,Sweden
2021-08-13 07:46:51,155.91.86.189,176.83.129.9,12919,34375,UDP,721,Control,FTP,IoC Detected,95.76,,DDoS,Known Pattern A,Ignored,High,Darshit Krishna,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.1),Segment A,"North Dumdum, Assam",,Log Data,,Firewall,United States,Spain
2021-11-13 04:56:28,107.167.129.32,90.9.73.218,41765,54401,TCP,1360,Control,DNS,IoC Detected,25.87,,Malware,Known Pattern B,Ignored,Medium,Nayantara Sarna,Opera/8.47.(Windows NT 6.2; cs-CZ) Presto/2.9.182 Version/10.00,Segment B,"Visakhapatnam, Rajasthan",210.171.11.245,,Alert Data,Server,United States,France
2023-06-21 23:25:25,190.42.125.176,95.204.141.205,19465,5605,ICMP,606,Data,FTP,IoC Detected,65.76,,Intrusion,Known Pattern A,Blocked,High,Dhanuk Bandi,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2 rv:2.0; bem-ZM) AppleWebKit/531.38.6 (KHTML, like Gecko) Version/5.0.4 Safari/531.38.6",Segment B,"Baranagar, Rajasthan",50.114.237.220,Log Data,Alert Data,Firewall,Peru,Sweden
2023-01-10 10:54:54,184.187.80.97,89.2.197.188,60249,24985,UDP,648,Control,FTP,IoC Detected,65.83,,DDoS,Known Pattern A,Blocked,High,Aarav Kata,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.50.1 (KHTML, like Gecko) Version/4.0 Safari/532.50.1",Segment C,"Vellore, Madhya Pradesh",,,,Server,United States,France
2021-09-11 07:21:43,23.151.143.244,78.192.157.116,4394,2158,UDP,1402,Control,DNS,IoC Detected,57.03,,Intrusion,Known Pattern B,Logged,Low,Vritika Dhillon,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:4.0; cmn-TW) AppleWebKit/532.2.6 (KHTML, like Gecko) Version/4.0.4 Safari/532.2.6",Segment A,"Sambalpur, Meghalaya",168.43.7.24,Log Data,Alert Data,Firewall,,France
2022-05-19 03:17:48,191.81.131.79,213.95.182.67,41518,34929,UDP,1165,Control,HTTP,,51.9,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Miraya Swamy,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7 rv:3.0; uk-UA) AppleWebKit/533.16.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.16.1",Segment A,"South Dumdum, Meghalaya",129.244.182.51,Log Data,Alert Data,Firewall,Argentina,Germany
2022-08-12 00:51:26,4.74.136.166,53.223.128.247,42560,44202,ICMP,184,Data,DNS,IoC Detected,47.11,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Sana Sundaram,Opera/8.46.(Windows NT 10.0; mk-MK) Presto/2.9.177 Version/12.00,Segment A,"Hajipur, Punjab",,Log Data,Alert Data,Server,United States,Germany
2023-09-11 00:21:42,36.96.222.18,82.121.167.109,25888,37312,TCP,942,Data,FTP,,98.5,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Shray Chandra,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2; rv:1.9.4.20) Gecko/3188-03-28 21:04:30 Firefox/3.8,Segment A,"Solapur, Telangana",198.35.18.15,Log Data,,Firewall,China,France
2022-01-10 11:33:33,52.30.205.1,213.99.103.69,19932,20948,TCP,722,Data,HTTP,IoC Detected,5.38,,Malware,Known Pattern A,Blocked,High,Ryan Borra,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.877.0 Safari/532.2",Segment B,"Bellary, Telangana",16.123.144.95,,,Firewall,Ireland,Spain
2022-01-09 22:04:35,57.141.21.207,79.86.146.85,28001,42195,TCP,542,Data,FTP,IoC Detected,54.79,,Malware,Known Pattern A,Blocked,High,Parinaaz Banik,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/15.5x5799.0 Mobile/73Q293 Safari/533.2",Segment B,"Raebareli, West Bengal",81.219.220.191,,,Server,United States,France
2022-03-14 14:16:56,173.220.218.146,161.83.229.2,18470,54868,ICMP,736,Data,DNS,,77.2,Alert Triggered,Malware,Known Pattern A,Logged,Low,Prisha Sankaran,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.1),Segment A,"Gwalior, Bihar",221.116.30.68,,,Server,United States,Netherlands
2020-12-29 05:45:41,103.18.54.129,193.171.34.146,6469,19683,TCP,1280,Data,DNS,,79.93,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Kismat Biswas,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6 rv:6.0; mn-MN) AppleWebKit/533.8.2 (KHTML, like Gecko) Version/4.0.2 Safari/533.8.2",Segment B,"Kamarhati, West Bengal",,,,Server,Australia,Austria
2020-04-25 12:39:02,55.21.143.209,98.66.208.2,45974,17585,ICMP,660,Data,HTTP,,64.11,,Intrusion,Known Pattern A,Logged,Medium,Ivan Venkataraman,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7 rv:5.0; lij-IT) AppleWebKit/531.35.3 (KHTML, like Gecko) Version/5.1 Safari/531.35.3",Segment B,"Dhanbad, Haryana",102.163.248.234,,,Firewall,United States,France
2023-04-12 18:10:25,80.108.50.86,145.231.104.42,42049,57014,TCP,1345,Control,FTP,IoC Detected,31.83,,Malware,Known Pattern A,Logged,High,Kabir Deol,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ak-GH) AppleWebKit/535.3.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.3.7",Segment C,"Vadodara, Assam",,Log Data,Alert Data,Firewall,Austria,France
2023-07-22 00:55:10,109.74.147.213,84.30.75.241,21302,31393,UDP,500,Control,FTP,,60.24,,Intrusion,Known Pattern B,Blocked,Medium,Dhanuk Chandra,Opera/8.69.(X11; Linux i686; mag-IN) Presto/2.9.175 Version/12.00,Segment A,"Chittoor, Bihar",,,Alert Data,Firewall,Slovakia,Netherlands
2020-09-11 22:42:42,31.122.23.248,89.32.73.150,23474,34029,UDP,431,Data,FTP,,52.92,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Samiha Din,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/41.0.896.0 Safari/532.1",Segment B,"Eluru, Sikkim",113.133.162.253,Log Data,Alert Data,Firewall,United Kingdom,Sweden
2023-01-24 15:27:40,177.69.241.30,84.224.229.198,8312,9883,TCP,863,Control,FTP,,39.11,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mannat Mand,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_1; rv:1.9.5.20) Gecko/4262-01-06 14:34:50 Firefox/3.8,Segment C,"Muzaffarpur, Nagaland",,Log Data,Alert Data,Firewall,Brazil,Hungary
2021-12-27 05:45:31,153.106.77.225,79.41.220.116,11568,43939,ICMP,1350,Control,HTTP,,3.45,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Zeeshan Bail,"Mozilla/5.0 (Linux; Android 3.2.5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/62.0.889.0 Safari/536.0",Segment A,"Siliguri, Uttarakhand",,Log Data,Alert Data,Firewall,United States,Italy
2020-04-21 16:50:21,70.40.35.246,109.213.37.195,39385,29080,ICMP,664,Data,DNS,,5.79,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Azad Dutt,Opera/9.12.(X11; Linux i686; nl-AW) Presto/2.9.173 Version/12.00,Segment A,"Nagercoil, Punjab",154.160.125.117,Log Data,Alert Data,Firewall,United States,France
2020-12-01 15:31:40,69.33.111.30,2.227.149.119,64068,50073,ICMP,142,Control,DNS,IoC Detected,52.16,,DDoS,Known Pattern B,Blocked,High,Indrajit Saha,Opera/8.34.(Windows 95; zh-SG) Presto/2.9.181 Version/12.00,Segment B,"Katihar, Rajasthan",,Log Data,,Firewall,United States,Italy
2020-01-13 06:35:35,42.248.207.20,194.108.97.181,64103,46410,UDP,984,Control,FTP,,56.54,,Intrusion,Known Pattern A,Logged,Medium,Renee Loyal,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.6.2 (KHTML, like Gecko) Version/5.1 Safari/535.6.2",Segment C,"Eluru, Punjab",,Log Data,,Firewall,China,Czechia
2021-08-17 07:09:48,146.135.141.238,195.109.219.183,29190,14123,ICMP,951,Control,HTTP,,81.06,,DDoS,Known Pattern B,Ignored,Medium,Arnav Goda,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment C,"Munger, Jharkhand",16.54.59.88,,,Firewall,United States,Netherlands
2023-06-17 12:39:09,114.217.145.87,145.174.72.68,10739,62454,UDP,603,Data,HTTP,,52.98,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Badal Cheema,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/53.0.844.0 Safari/531.1",Segment C,"Gandhidham, Maharashtra",147.20.241.127,Log Data,Alert Data,Firewall,China,Netherlands
2022-08-18 14:15:50,213.102.159.185,212.227.3.175,19109,17924,UDP,629,Control,HTTP,,92.48,,DDoS,Known Pattern B,Logged,Medium,Nayantara Sibal,Opera/8.64.(X11; Linux i686; tig-ER) Presto/2.9.165 Version/12.00,Segment B,"Mehsana, Chhattisgarh",216.17.230.169,Log Data,,Server,Latvia,Germany
2020-12-01 11:24:08,223.37.186.245,81.35.219.230,45891,42422,ICMP,1338,Data,DNS,IoC Detected,98.86,,Malware,Known Pattern B,Ignored,Low,Aaryahi Ramanathan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sr-ME) AppleWebKit/533.37.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.37.6",Segment C,"Bikaner, Andhra Pradesh",35.14.34.213,,Alert Data,Server,South Korea,Spain
2022-11-29 23:43:50,8.146.209.234,85.8.13.215,29836,18387,UDP,795,Data,DNS,IoC Detected,61.5,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Aaryahi Dewan,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.30.5 (KHTML, like Gecko) Version/4.0.2 Safari/532.30.5",Segment A,"Raipur, Odisha",81.83.60.229,,Alert Data,Server,China,Sweden
2020-09-20 07:35:21,119.132.115.248,84.181.251.60,44918,60455,TCP,416,Control,DNS,IoC Detected,81.5,,DDoS,Known Pattern A,Logged,Low,Ishaan Handa,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/19.0.873.0 Safari/531.1",Segment B,"Ballia, Assam",,Log Data,Alert Data,Server,China,Germany
2022-09-07 15:28:08,41.115.206.128,85.199.168.189,30175,24066,TCP,976,Data,HTTP,IoC Detected,99.98,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Kanav Kala,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/34.0.889.0 Mobile/22J660 Safari/533.2",Segment C,"Rohtak, Maharashtra",164.6.107.200,Log Data,Alert Data,Firewall,South Africa,Germany
2020-09-16 08:11:38,156.221.207.188,85.68.233.39,43148,15502,TCP,625,Control,FTP,,71.71,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Shaan Sridhar,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.15.2 (KHTML, like Gecko) Version/5.0.1 Safari/534.15.2",Segment C,"Hosur, Nagaland",140.198.140.84,Log Data,Alert Data,Server,Egypt,France
2021-02-20 05:09:20,23.214.124.142,31.211.228.192,60874,10849,TCP,301,Data,DNS,IoC Detected,16.77,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Yashvi Sangha,Opera/8.10.(X11; Linux x86_64; gez-ET) Presto/2.9.174 Version/12.00,Segment B,"Pallavaram, Telangana",,,,Firewall,United States,Sweden
2023-02-17 05:02:46,30.240.42.116,53.57.1.69,18197,44340,ICMP,175,Control,HTTP,IoC Detected,0.91,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Shanaya Sanghvi,Opera/9.46.(X11; Linux x86_64; ln-CD) Presto/2.9.168 Version/12.00,Segment A,"Tiruchirappalli, Arunachal Pradesh",164.65.143.201,Log Data,,Server,United States,Germany
2020-09-17 22:17:07,80.201.105.199,84.130.72.214,29365,30312,TCP,942,Control,DNS,IoC Detected,5.2,,Intrusion,Known Pattern B,Blocked,High,Madhav Bal,Mozilla/5.0 (Windows NT 5.1; ve-ZA; rv:1.9.0.20) Gecko/5845-06-22 19:38:31 Firefox/3.8,Segment C,"Varanasi, Kerala",102.5.11.201,Log Data,,Firewall,Belgium,Germany
2022-12-15 23:43:29,72.96.192.62,80.134.128.40,3356,6720,UDP,751,Control,FTP,,39.51,,DDoS,Known Pattern A,Logged,Medium,Pranay Devan,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),Segment B,"Naihati, Andhra Pradesh",,Log Data,,Firewall,United States,Germany
2022-08-29 18:41:02,77.91.153.223,57.236.74.61,64247,3169,UDP,148,Control,FTP,,90.24,Alert Triggered,Malware,Known Pattern A,Ignored,High,Shaan Goswami,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; fi-FI) AppleWebKit/533.9.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.9.4",Segment C,"Bulandshahr, Karnataka",145.162.248.29,,Alert Data,Server,Palestine,Belgium
2021-12-19 00:09:30,129.211.30.10,217.141.154.143,40340,9965,TCP,422,Data,DNS,,28.08,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Divij Sinha,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/47.0.804.0 Mobile/84E371 Safari/533.2",Segment B,"Amroha, Gujarat",51.106.165.28,,Alert Data,Firewall,China,Italy
2021-07-12 03:46:05,185.152.130.160,80.18.185.23,22731,52429,UDP,442,Data,DNS,IoC Detected,36.72,,Malware,Known Pattern B,Ignored,High,Divij Dass,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),Segment B,"New Delhi, Haryana",,Log Data,,Server,United States,Italy
2020-06-22 15:48:04,24.60.214.216,2.41.151.129,3380,63026,TCP,540,Control,DNS,IoC Detected,87.76,,DDoS,Known Pattern A,Logged,Medium,Bhavin Manne,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0),Segment C,"Jalandhar, Uttarakhand",134.29.60.19,,Alert Data,Firewall,United States,Italy
2023-08-08 01:06:20,212.156.200.245,53.218.58.129,28313,18661,ICMP,1056,Data,DNS,,57.64,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Arnav Sandhu,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; ve-ZA) AppleWebKit/532.37.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6532.37.4",Segment C,"Bhatpara, Manipur",8.184.113.179,,Alert Data,Server,Türkiye,Germany
2021-11-30 15:02:54,64.18.21.255,92.147.206.73,47764,46369,TCP,822,Data,DNS,IoC Detected,89.01,,Malware,Known Pattern A,Blocked,Medium,Diya Bains,Opera/9.31.(X11; Linux x86_64; ik-CA) Presto/2.9.165 Version/10.00,Segment B,"Kottayam, Maharashtra",,,Alert Data,Firewall,United States,France
